verb_lemma	verb_freq	P(verb)	caus_freq	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_expected	log_actual	log_odds_ratio
tıka	338	0.0	1.0	0.064	0.0	0.0029585798816568047		-5.823045895483019	
kıy	338	0.0	11.0	0.064	0.0	0.03254437869822485		-3.425150622684648	
kızar	337	0.0	186.0	0.064	0.0	0.5519287833827893		-0.5943362566391606	
es	337	0.0	48.0	0.064	0.0	0.142433234421365		-1.9488819194444709	
modelle	336	0.0	1e-10	0.064	0.0	2.9761904761904765e-13		-28.84296208990366	
önemse	334	0.0	1.0	0.064	0.0	0.0029940119760479044		-5.8111409929767	
taş	333	0.0	1e-10	0.064	0.0	3.003003003003003e-13		-28.8339934199209	
soğur	327	0.0	1e-10	0.064	0.0	3.058103975535168e-13		-28.81581110083771	
sap	327	0.0	97.0	0.064	0.0	0.2966360856269113		-1.2152491923938706	
kalkış	325	0.0	1.0	0.064	0.0	0.003076923076923077		-5.783825182329737	
rahatla	324	0.0	166.0	0.064	0.0	0.5123456790123457		-0.668755727435786	
bağdaş	322	0.0	213.0	0.064	0.0	0.6614906832298136		-0.41325937983498323	
tara	320	0.0	8.0	0.064	0.0	0.025		-3.6888794541139363	
yuvarla	319	0.0	24.0	0.064	0.0	0.07523510971786834		-2.587137272436899	
sapla	315	0.0	2.0	0.064	0.0	0.006349206349206349		-5.059425458265688	
yakış	314	0.0	189.0	0.064	0.0	0.6019108280254777		-0.5076459708486111	
çak	314	0.0	13.0	0.064	0.0	0.041401273885350316		-3.184443628446717	
gevşe	311	0.0	117.0	0.064	0.0	0.3762057877813505		-0.977618977381478	
örtüş	308	0.0	10.0	0.064	0.0	0.032467532467532464		-3.427514689979529	
kus	307	0.0	15.0	0.064	0.0	0.048859934853420196		-3.018797546484987	
kışkırt	307	0.0	1e-10	0.064	0.0	3.257328990228013e-13		-28.752698677527654	
korkut	306	0.0	1.0	0.064	0.0	0.0032679738562091504		-5.723585101952381	
irdele	304	0.0	1e-10	0.064	0.0	3.2894736842105265e-13		-28.742878631346677	
hizala	304	0.0	1e-10	0.064	0.0	3.2894736842105265e-13		-28.742878631346677	
nişanla	304	0.0	1e-10	0.064	0.0	3.2894736842105265e-13		-28.742878631346677	
tutuş	303	0.0	67.0	0.064	0.0	0.22112211221122113		-1.509040186118403	
hafifle	303	0.0	255.0	0.064	0.0	0.8415841584158416		-0.17246926035094304	
biç	303	0.0	1.0	0.064	0.0	0.0033003300330033004		-5.713732805509369	
kutsa	301	0.0	2.0	0.064	0.0	0.006644518272425249		-5.01396308418893	
şüphelen	300	0.0	3.0	0.064	0.0	0.01		-4.605170185988091	
şiş	299	0.0	1e-10	0.064	0.0	3.3444816053511707e-13		-28.726294503331143	
yardımlaş	298	0.0	1e-10	0.064	0.0	3.3557046979865774e-13		-28.722944416445863	
sark	293	0.0	1e-10	0.064	0.0	3.412969283276451e-13		-28.706023538957524	
kilitle	292	0.0	2.0	0.064	0.0	0.00684931506849315		-4.983606621708336	
alla	290	0.0	1e-10	0.064	0.0	3.4482758620689656e-13		-28.695731852920975	
alçal	289	0.0	33.0	0.064	0.0	0.11418685121107267		-2.169919126645952	
bula	289	0.0	15.0	0.064	0.0	0.05190311418685121		-2.9583764870102223	
sık	288	0.0	4.0	0.064	0.0	0.013888888888888888		-4.276666119016055	
arıt	287	0.0	1e-10	0.064	0.0	3.4843205574912895e-13		-28.685333145700078	
ısla	282	0.0	117.0	0.064	0.0	0.4148936170212766		-0.8797331361403575	
aksa	281	0.0	109.0	0.064	0.0	0.3879003558718861		-0.9470067871046022	
yalvar	277	0.0	1e-10	0.064	0.0	3.610108303249098e-13		-28.649868436127797	
kıskan	277	0.0	22.0	0.064	0.0	0.07942238267148015		-2.5329750528290225	
karar	273	0.0	75.0	0.064	0.0	0.27472527472527475		-1.2919836816486492	
yücel	268	0.0	245.0	0.064	0.0	0.914179104477612		-0.08972876996612966	
güreş	268	0.0	2.0	0.064	0.0	0.007462686567164179		-4.897839799950911	
sığ	267	0.0	96.0	0.064	0.0	0.3595505617977528		-1.0229004669324133	
örnekle	266	0.0	1e-10	0.064	0.0	3.7593984962406017e-13		-28.609347238722155	
çakış	264	0.0	8.0	0.064	0.0	0.030303030303030304		-3.4965075614664802	
acı	263	0.0	27.0	0.064	0.0	0.10266159695817491		-2.2763171661734356	
silk	262	0.0	1e-10	0.064	0.0	3.816793893129771e-13		-28.594195433701554	
yanıl	260	0.0	96.0	0.064	0.0	0.36923076923076925		-0.9963334395476915	
sevin	260	0.0	52.0	0.064	0.0	0.2		-1.6094379124341003	
tıkla	259	0.0	4.0	0.064	0.0	0.015444015444015444		-4.1705337005796475	
yatış	259	0.0	204.0	0.064	0.0	0.7876447876447876		-0.2387080678553214	
küçümse	257	0.0	1e-10	0.064	0.0	3.891050583657588e-13		-28.574927014835676	
öğüt	256	0.0	1e-10	0.064	0.0	3.90625e-13		-28.57102837442002	
katet	256	0.0	1.0	0.064	0.0	0.00390625		-5.545177444479562	
sınıfla	254	0.0	1e-10	0.064	0.0	3.9370078740157483e-13		-28.563185196958994	
bayıl	254	0.0	1e-10	0.064	0.0	3.9370078740157483e-13		-28.563185196958994	
salıver	249	0.0	1e-10	0.064	0.0	4.0160642570281125e-13		-28.543303826405165	
çağrış	249	0.0	243.0	0.064	0.0	0.9759036144578314		-0.024391453124159124	
çabala	249	0.0	1e-10	0.064	0.0	4.0160642570281125e-13		-28.543303826405165	
yakın	249	0.0	1e-10	0.064	0.0	4.0160642570281125e-13		-28.543303826405165	
yalanla	248	0.0	1.0	0.064	0.0	0.004032258064516129		-5.5134287461649825	
kıvrıl	248	0.0	1e-10	0.064	0.0	4.032258064516129e-13		-28.53927967610544	
yırt	248	0.0	1e-10	0.064	0.0	4.032258064516129e-13		-28.53927967610544	
doy	245	0.0	2.0	0.064	0.0	0.00816326530612245		-4.808111029984782	
çeliş	245	0.0	1.0	0.064	0.0	0.004081632653061225		-5.5012582105447265	
taşla	245	0.0	2.0	0.064	0.0	0.00816326530612245		-4.808111029984782	
zikret	243	0.0	1e-10	0.064	0.0	4.11522633744856e-13		-28.518912373281005	
özle	242	0.0	1.0	0.064	0.0	0.004132231404958678		-5.488937726156687	
teşkilatlan	240	0.0	62.0	0.064	0.0	0.25833333333333336		-1.3535045382968995	
durakla	240	0.0	8.0	0.064	0.0	0.03333333333333333		-3.4011973816621555	
titre	240	0.0	28.0	0.064	0.0	0.11666666666666667		-2.1484344131667874	
yıpran	236	0.0	1.0	0.064	0.0	0.00423728813559322		-5.4638318050256105	
tertiple	235	0.0	1e-10	0.064	0.0	4.2553191489361704e-13		-28.485436444084616	
aşıla	234	0.0	1.0	0.064	0.0	0.004273504273504274		-5.455321115357702	
hallet	233	0.0	1e-10	0.064	0.0	4.291845493562232e-13		-28.47688938350616	
akla	231	0.0	1e-10	0.064	0.0	4.329004329004329e-13		-28.46826864046225	
kıs	231	0.0	71.0	0.064	0.0	0.30735930735930733		-1.1797378334804782	
zamanla	230	0.0	1e-10	0.064	0.0	4.347826086956522e-13		-28.463930238863654	
tep	229	0.0	1.0	0.064	0.0	0.004366812227074236		-5.43372200355424	
özen	229	0.0	165.0	0.064	0.0	0.7205240174672489		-0.327776529653659	
barış	227	0.0	36.0	0.064	0.0	0.15859030837004406		-1.8414310790252926	
sı	226	0.0	1e-10	0.064	0.0	4.424778761061947e-13		-28.44638592921274	
kazın	225	0.0	1e-10	0.064	0.0	4.4444444444444444e-13		-28.44195133214488	
paketle	224	0.0	1e-10	0.064	0.0	4.4642857142857145e-13		-28.437496981795498	
danış	217	0.0	1e-10	0.064	0.0	4.608294930875577e-13		-28.405748283480918	
soyun	216	0.0	2.0	0.064	0.0	0.009259259259259259		-4.68213122712422	
zedele	216	0.0	2.0	0.064	0.0	0.009259259259259259		-4.68213122712422	
abart	216	0.0	1e-10	0.064	0.0	4.62962962962963e-13		-28.40112933762462	
din	215	0.0	97.0	0.064	0.0	0.4511627906976744		-0.7959270496242801	
sıyrıl	214	0.0	1e-10	0.064	0.0	4.672897196261682e-13		-28.391826944962308	
kuvvetlen	212	0.0	212.0	0.064	0.0	1.0		0.0	
boğuş	212	0.0	1.0	0.064	0.0	0.0047169811320754715		-5.356586274672012	
tiple	211	0.0	1e-10	0.064	0.0	4.739336492890995e-13		-28.377709063416525	
oksitle	210	0.0	1e-10	0.064	0.0	4.761904761904762e-13		-28.372958460657927	
serp	210	0.0	1.0	0.064	0.0	0.004761904761904762		-5.3471075307174685	
diril	206	0.0	1e-10	0.064	0.0	4.854368932038835e-13		-28.353727098730037	
akıt	206	0.0	1.0	0.064	0.0	0.0048543689320388345		-5.327876168789581	
dür	205	0.0	1e-10	0.064	0.0	4.878048780487805e-13		-28.348860909078866	
sakın	204	0.0	8.0	0.064	0.0	0.0392156862745098		-3.2386784521643803	
yalıt	204	0.0	1e-10	0.064	0.0	4.901960784313726e-13		-28.343970923784674	
haşla	203	0.0	1e-10	0.064	0.0	4.926108374384237e-13		-28.339056908982243	
kazı	202	0.0	22.0	0.064	0.0	0.10891089108910891		-2.217225244042889	
yeğle	202	0.0	1e-10	0.064	0.0	4.95049504950495e-13		-28.334118627341663	
üfle	201	0.0	1e-10	0.064	0.0	4.975124378109453e-13		-28.329155837999533	
ayıkla	201	0.0	1e-10	0.064	0.0	4.975124378109453e-13		-28.329155837999533	
sek	201	0.0	25.0	0.064	0.0	0.12437810945273632		-2.084429083190875	
lağvet	200	0.0	1e-10	0.064	0.0	5e-13		-28.324168296488494	
terle	199	0.0	52.0	0.064	0.0	0.2613065326633166		-1.342061106143065	
kabar	199	0.0	66.0	0.064	0.0	0.3316582914572864		-1.1036500826980669	
zıpla	198	0.0	4.0	0.064	0.0	0.020202020202020204		-3.9019726695746444	
şiddetlen	197	0.0	39.0	0.064	0.0	0.19796954314720813		-1.619642082608342	
çıldır	196	0.0	18.0	0.064	0.0	0.09183673469387756		-2.3877429013343523	
tat	194	0.0	31.0	0.064	0.0	0.15979381443298968		-1.833870954578182	
öfkelen	191	0.0	35.0	0.064	0.0	0.18324607329842932		-1.6969253665572162	
bıçakla	190	0.0	1e-10	0.064	0.0	5.263157894736843e-13		-28.272875002100943	
endişelen	189	0.0	44.0	0.064	0.0	0.2328042328042328		-1.4575573811413813	
lanetle	189	0.0	1e-10	0.064	0.0	5.291005291005291e-13		-28.267597945000098	
eski	189	0.0	17.0	0.064	0.0	0.08994708994708994		-2.4085336710034264	
yu	189	0.0	1e-10	0.064	0.0	5.291005291005291e-13		-28.267597945000098	
bölüş	188	0.0	88.0	0.064	0.0	0.46808510638297873		-0.7591051483517427	
damıt	188	0.0	1e-10	0.064	0.0	5.319148936170213e-13		-28.262292892770407	
yıl	187	0.0	95.0	0.064	0.0	0.5080213903743316		-0.6772317252540457	
buyur	187	0.0	1e-10	0.064	0.0	5.347593582887701e-13		-28.256959546795045	
evril	187	0.0	1.0	0.064	0.0	0.0053475935828877		-5.231108616854587	
öpüş	186	0.0	1.0	0.064	0.0	0.005376344086021506		-5.225746673713201	
hesaplaş	186	0.0	1e-10	0.064	0.0	5.376344086021506e-13		-28.251597603653657	
süpür	185	0.0	1e-10	0.064	0.0	5.405405405405406e-13		-28.246206755018783	
garantile	183	0.0	1e-10	0.064	0.0	5.464480874316941e-13		-28.23533708278188	
ergi	183	0.0	65.0	0.064	0.0	0.3551912568306011		-1.035098882945784	
kirlet	183	0.0	1e-10	0.064	0.0	5.464480874316941e-13		-28.23533708278188	
cesaretlen	182	0.0	163.0	0.064	0.0	0.8956043956043956		-0.11025648627003297	
başkaldır	181	0.0	1e-10	0.064	0.0	5.524861878453039e-13		-28.224347961206284	
emzir	181	0.0	1e-10	0.064	0.0	5.524861878453039e-13		-28.224347961206284	
silahsızlan	181	0.0	68.0	0.064	0.0	0.3756906077348066		-0.9789893260897191	
dirilt	181	0.0	1.0	0.064	0.0	0.0055248618784530384		-5.198497031265826	
takın	179	0.0	1e-10	0.064	0.0	5.58659217877095e-13		-28.213236735781212	
gülümse	178	0.0	10.0	0.064	0.0	0.056179775280898875		-2.8791984572980396	
yıprat	177	0.0	1e-10	0.064	0.0	5.649717514124294e-13		-28.202000662514287	
çırp	177	0.0	1e-10	0.064	0.0	5.649717514124294e-13		-28.202000662514287	
kamulaştır	176	0.0	1e-10	0.064	0.0	5.681818181818182e-13		-28.196334924978608	
yanıtla	176	0.0	1e-10	0.064	0.0	5.681818181818182e-13		-28.196334924978608	
gezin	176	0.0	1.0	0.064	0.0	0.005681818181818182		-5.170483995038151	
utan	175	0.0	30.0	0.064	0.0	0.17142857142857143		-1.7635885922613588	
büyüle	173	0.0	1e-10	0.064	0.0	5.780346820809249e-13		-28.179142524438237	
cevapla	172	0.0	1e-10	0.064	0.0	5.813953488372093e-13		-28.17334540675391	
ever	168	0.0	18.0	0.064	0.0	0.10714285714285714		-2.2335922215070942	
puanla	168	0.0	1e-10	0.064	0.0	5.952380952380953e-13		-28.149814909343714	
eyle	168	0.0	1.0	0.064	0.0	0.005952380952380952		-5.123963979403259	
ezberle	165	0.0	7.0	0.064	0.0	0.04242424242424243		-3.1600353248452673	
otla	164	0.0	103.0	0.064	0.0	0.6280487804878049		-0.46513743959456266	
incel	163	0.0	59.0	0.064	0.0	0.3619631901840491		-1.0162127569010428	
eşitle	163	0.0	1e-10	0.064	0.0	6.134969325153374e-13		-28.11960113074722	
sömür	162	0.0	1e-10	0.064	0.0	6.17283950617284e-13		-28.11344726517284	
arzula	161	0.0	1e-10	0.064	0.0	6.211180124223603e-13		-28.10725529492492	
bilinçlen	160	0.0	111.0	0.064	0.0	0.69375		-0.3656436139214928	
cay	159	0.0	78.0	0.064	0.0	0.49056603773584906		-0.7121953755306398	
oyala	158	0.0	1e-10	0.064	0.0	6.329113924050633e-13		-28.088445962967423	
katla	158	0.0	1e-10	0.064	0.0	6.329113924050633e-13		-28.088445962967423	
doğra	157	0.0	1e-10	0.064	0.0	6.369426751592357e-13		-28.082096735288765	
sez	157	0.0	23.0	0.064	0.0	0.1464968152866242		-1.9207515894191585	
sıva	156	0.0	1e-10	0.064	0.0	6.41025641025641e-13		-28.075706937189995	
esirge	156	0.0	1e-10	0.064	0.0	6.41025641025641e-13		-28.075706937189995	
alevlen	155	0.0	38.0	0.064	0.0	0.24516129032258063		-1.405838957192861	
kenetle	152	0.0	1e-10	0.064	0.0	6.578947368421053e-13		-28.049731450786734	
demirle	152	0.0	1.0	0.064	0.0	0.006578947368421052		-5.0238805208462765	
kuşkulan	152	0.0	15.0	0.064	0.0	0.09868421052631579		-2.3158303197440664	
seviş	151	0.0	1.0	0.064	0.0	0.006622516556291391		-5.017279836814924	
çatla	149	0.0	22.0	0.064	0.0	0.1476510067114094		-1.9129038525871431	
kavur	149	0.0	1e-10	0.064	0.0	6.711409395973155e-13		-28.029797235885916	
sansürle	149	0.0	1.0	0.064	0.0	0.006711409395973154		-5.003946305945459	
sav	148	0.0	1e-10	0.064	0.0	6.756756756756757e-13		-28.02306320370457	
klonla	147	0.0	1e-10	0.064	0.0	6.802721088435375e-13		-28.01628351671919	
yadsı	147	0.0	1e-10	0.064	0.0	6.802721088435375e-13		-28.01628351671919	
çimlen	147	0.0	35.0	0.064	0.0	0.23809523809523808		-1.4350845252893227	
az	146	0.0	11.0	0.064	0.0	0.07534246575342465		-2.585711348909966	
selamla	144	0.0	1.0	0.064	0.0	0.006944444444444444		-4.969813299576001	
delir	144	0.0	28.0	0.064	0.0	0.19444444444444445		-1.6376087894007967	
bık	143	0.0	6.0	0.064	0.0	0.04195804195804196		-3.1710851610318525	
kolla	143	0.0	1e-10	0.064	0.0	6.993006993006993e-13		-27.988695560200362	
sürü	142	0.0	4.0	0.064	0.0	0.028169014084507043		-3.56953269648137	
mayala	142	0.0	1e-10	0.064	0.0	7.042253521126761e-13		-27.98167798754172	
sürtüş	140	0.0	1e-10	0.064	0.0	7.142857142857143e-13		-27.96749335254976	
çöker	140	0.0	138.0	0.064	0.0	0.9857142857142858		-0.014388737452099556	
tamla	138	0.0	1e-10	0.064	0.0	7.246376811594203e-13		-27.95310461509766	
alıkoy	138	0.0	1e-10	0.064	0.0	7.246376811594203e-13		-27.95310461509766	
kok	138	0.0	1e-10	0.064	0.0	7.246376811594203e-13		-27.95310461509766	
fışkır	138	0.0	32.0	0.064	0.0	0.2318840579710145		-1.461517782357478	
ağaçlan	137	0.0	134.0	0.064	0.0	0.9781021897810219		-0.022141125877213518	
genleş	137	0.0	7.0	0.064	0.0	0.051094890510948905		-2.9740707767728116	
etiketle	137	0.0	1e-10	0.064	0.0	7.299270072992701e-13		-27.94583185576858	
daralt	137	0.0	1e-10	0.064	0.0	7.299270072992701e-13		-27.94583185576858	
mektuplaş	134	0.0	1e-10	0.064	0.0	7.462686567164179e-13		-27.92369072989137	
doyur	133	0.0	1e-10	0.064	0.0	7.518796992481203e-13		-27.91620005816221	
ona	132	0.0	1e-10	0.064	0.0	7.575757575757576e-13		-27.908652852526828	
yasla	132	0.0	1e-10	0.064	0.0	7.575757575757576e-13		-27.908652852526828	
becer	131	0.0	1e-10	0.064	0.0	7.633587786259542e-13		-27.901048253141607	
yen(I)	130	0.0	1e-10	0.064	0.0	7.692307692307692e-13		-27.89338538039604	
kovuştur	130	0.0	1e-10	0.064	0.0	7.692307692307692e-13		-27.89338538039604	
kavrul	130	0.0	1e-10	0.064	0.0	7.692307692307692e-13		-27.89338538039604	
cezbet	127	0.0	1e-10	0.064	0.0	7.874015748031497e-13		-27.870038016399047	
haykır	127	0.0	1e-10	0.064	0.0	7.874015748031497e-13		-27.870038016399047	
resimle	126	0.0	1.0	0.064	0.0	0.007936507936507936		-4.836281906951478	
listele	126	0.0	1e-10	0.064	0.0	7.936507936507937e-13		-27.862132836891934	
pompala	126	0.0	1e-10	0.064	0.0	7.936507936507937e-13		-27.862132836891934	
kırp	125	0.0	1e-10	0.064	0.0	8e-13		-27.85416466724276	
yağla	125	0.0	1.0	0.064	0.0	0.008		-4.8283137373023015	
rahatsızlan	124	0.0	1e-10	0.064	0.0	8.064516129032258e-13		-27.846132495545493	
yont	124	0.0	1e-10	0.064	0.0	8.064516129032258e-13		-27.846132495545493	
alkışla	122	0.0	1e-10	0.064	0.0	8.19672131147541e-13		-27.829871974673715	
benzeş	122	0.0	14.0	0.064	0.0	0.11475409836065574		-2.164963715117998	
üslen	122	0.0	2.0	0.064	0.0	0.01639344262295082		-4.110873864173311	
yükseltgen	121	0.0	2.0	0.064	0.0	0.01652892561983471		-4.102643365036796	
dizile	120	0.0	1e-10	0.064	0.0	8.333333333333334e-13		-27.813342672722502	
gereksin	120	0.0	1e-10	0.064	0.0	8.333333333333334e-13		-27.813342672722502	
tart	118	0.0	1.0	0.064	0.0	0.00847457627118644		-4.770684624465665	
çarpıt	117	0.0	1.0	0.064	0.0	0.008547008547008548		-4.762173934797756	
körükle	116	0.0	1e-10	0.064	0.0	8.620689655172414e-13		-27.779441121046823	
ısmarla	116	0.0	1e-10	0.064	0.0	8.620689655172414e-13		-27.779441121046823	
tuzakla	115	0.0	1e-10	0.064	0.0	8.695652173913044e-13		-27.770783058303707	
toprakla	115	0.0	1e-10	0.064	0.0	8.695652173913044e-13		-27.770783058303707	
bahşet	114	0.0	1e-10	0.064	0.0	8.771929824561404e-13		-27.762049378334954	
yer	114	0.0	1e-10	0.064	0.0	8.771929824561404e-13		-27.762049378334954	
karala	113	0.0	1e-10	0.064	0.0	8.849557522123894e-13		-27.753238748652798	
sivril	112	0.0	1e-10	0.064	0.0	8.928571428571429e-13		-27.74434980123555	
esne	112	0.0	28.0	0.064	0.0	0.25		-1.3862943611198906	
savrul	112	0.0	1e-10	0.064	0.0	8.928571428571429e-13		-27.74434980123555	
buy	111	0.0	1e-10	0.064	0.0	9.009009009009009e-13		-27.73538113125279	
etki	111	0.0	1e-10	0.064	0.0	9.009009009009009e-13		-27.73538113125279	
övün	110	0.0	1e-10	0.064	0.0	9.090909090909091e-13		-27.726331295732873	
titreş	109	0.0	22.0	0.064	0.0	0.2018348623853211		-1.6003054288708278	
der	109	0.0	1e-10	0.064	0.0	9.174311926605506e-13		-27.7171988121696	
yasa	108	0.0	3.0	0.064	0.0	0.027777777777777776		-3.58351893845611	
neşret	106	0.0	1.0	0.064	0.0	0.009433962264150943		-4.663439094112067	
kuşan	106	0.0	1e-10	0.064	0.0	9.433962264150944e-13		-27.689290024052525	
atış	106	0.0	14.0	0.064	0.0	0.1320754716981132		-2.0243817644968085	
apar	106	0.0	44.0	0.064	0.0	0.41509433962264153		-0.8792494601938059	
dala	105	0.0	1e-10	0.064	0.0	9.523809523809523e-13		-27.67981128009798	
azmet	104	0.0	69.0	0.064	0.0	0.6634615384615384		-0.4102843945441133	
addet	103	0.0	1e-10	0.064	0.0	9.70873786407767e-13		-27.660579918170093	
şaş	102	0.0	1e-10	0.064	0.0	9.803921568627452e-13		-27.650823743224727	
mahvet	102	0.0	1e-10	0.064	0.0	9.803921568627452e-13		-27.650823743224727	
değerle	100	0.0	1e-10	0.064	0.0	1e-12		-27.631021115928547	
kundakla	99	0.0	1e-10	0.064	0.0	1.0101010101010101e-12		-27.620970780075048	
büz	99	0.0	1e-10	0.064	0.0	1.0101010101010101e-12		-27.620970780075048	
kucakla	99	0.0	1e-10	0.064	0.0	1.0101010101010101e-12		-27.620970780075048	
zonkla	99	0.0	1e-10	0.064	0.0	1.0101010101010101e-12		-27.620970780075048	
yedekle	98	0.0	1e-10	0.064	0.0	1.020408163265306e-12		-27.610818408611028	
doğrult	98	0.0	1e-10	0.064	0.0	1.020408163265306e-12		-27.610818408611028	
incit	98	0.0	1e-10	0.064	0.0	1.020408163265306e-12		-27.610818408611028	
damla	98	0.0	51.0	0.064	0.0	0.5204081632653061		-0.6531418459462461	
vazgeçir	98	0.0	2.0	0.064	0.0	0.02040816326530612		-3.891820298110627	
sürt	97	0.0	3.0	0.064	0.0	0.030927835051546393		-3.4760986898352733	
mevzilen	97	0.0	7.0	0.064	0.0	0.07216494845360824		-2.62880082944807	
mühürle	96	0.0	1.0	0.064	0.0	0.010416666666666666		-4.564348191467836	
savur	96	0.0	1e-10	0.064	0.0	1.0416666666666667e-12		-27.590199121408293	
bunal	96	0.0	1e-10	0.064	0.0	1.0416666666666667e-12		-27.590199121408293	
buda	94	0.0	1e-10	0.064	0.0	1.0638297872340427e-12		-27.56914571221046	
dayat	94	0.0	1e-10	0.064	0.0	1.0638297872340427e-12		-27.56914571221046	
arşivle	94	0.0	1e-10	0.064	0.0	1.0638297872340427e-12		-27.56914571221046	
ışınla	94	0.0	1e-10	0.064	0.0	1.0638297872340427e-12		-27.56914571221046	
hırpala	93	0.0	1e-10	0.064	0.0	1.0752688172043012e-12		-27.558450423093714	
çeşitle	93	0.0	1e-10	0.064	0.0	1.0752688172043012e-12		-27.558450423093714	
öt	93	0.0	4.0	0.064	0.0	0.043010752688172046		-3.146305132033365	
genelle	93	0.0	1e-10	0.064	0.0	1.0752688172043012e-12		-27.558450423093714	
özümse	92	0.0	3.0	0.064	0.0	0.03260869565217391		-3.4231762883809305	
bayılt	92	0.0	1e-10	0.064	0.0	1.0869565217391305e-12		-27.547639506989498	
frenle	91	0.0	1e-10	0.064	0.0	1.098901098901099e-12		-27.536710436457305	
filizle	91	0.0	1e-10	0.064	0.0	1.098901098901099e-12		-27.536710436457305	
mumyala	91	0.0	1e-10	0.064	0.0	1.098901098901099e-12		-27.536710436457305	
burk	91	0.0	1e-10	0.064	0.0	1.098901098901099e-12		-27.536710436457305	
coş	91	0.0	32.0	0.064	0.0	0.3516483516483517		-1.0451236037171234	
solu	90	0.0	4.0	0.064	0.0	0.044444444444444446		-3.1135153092103742	
kokla	90	0.0	5.0	0.064	0.0	0.05555555555555555		-2.890371757896165	
tümle	90	0.0	1e-10	0.064	0.0	1.1111111111111112e-12		-27.525660600270722	
damgala	89	0.0	1.0	0.064	0.0	0.011235955056179775		-4.48863636973214	
yakınsa	89	0.0	1e-10	0.064	0.0	1.1235955056179775e-12		-27.514487299672595	
çökel	89	0.0	20.0	0.064	0.0	0.2247191011235955		-1.4929040961781488	
uğurla	89	0.0	1e-10	0.064	0.0	1.1235955056179775e-12		-27.514487299672595	
kışla	89	0.0	1.0	0.064	0.0	0.011235955056179775		-4.48863636973214	
hapsol	88	0.0	1e-10	0.064	0.0	1.1363636363636365e-12		-27.503187744418664	
çalkala	87	0.0	1e-10	0.064	0.0	1.1494252873563218e-12		-27.49175904859504	
yeşer	87	0.0	10.0	0.064	0.0	0.11494252873563218		-2.1633230256605382	
daya	87	0.0	1e-10	0.064	0.0	1.1494252873563218e-12		-27.49175904859504	
tükür	86	0.0	1e-10	0.064	0.0	1.1627906976744186e-12		-27.480198226193966	
eksil	85	0.0	1e-10	0.064	0.0	1.1764705882352942e-12		-27.468502186430772	
kutuplaş	85	0.0	7.0	0.064	0.0	0.08235294117647059		-2.496741107435003	
kamaş	84	0.0	74.0	0.064	0.0	0.8809523809523809		-0.1267517056391439	
devşir	84	0.0	1e-10	0.064	0.0	1.1904761904761906e-12		-27.45666772878377	
hicvet	84	0.0	1e-10	0.064	0.0	1.1904761904761906e-12		-27.45666772878377	
indükle	84	0.0	1e-10	0.064	0.0	1.1904761904761906e-12		-27.45666772878377	
istifle	83	0.0	1e-10	0.064	0.0	1.2048192771084338e-12		-27.444691537737054	
bert	83	0.0	1e-10	0.064	0.0	1.2048192771084338e-12		-27.444691537737054	
yoğrul	83	0.0	1e-10	0.064	0.0	1.2048192771084338e-12		-27.444691537737054	
kapış	83	0.0	3.0	0.064	0.0	0.03614457831325301		-3.3202283191284883	
donan	82	0.0	1e-10	0.064	0.0	1.2195121951219513e-12		-27.43257017720471	
sikle	81	0.0	80.0	0.064	0.0	0.9876543209876543		-0.012422519998557209	
fırınla	81	0.0	1e-10	0.064	0.0	1.234567901234568e-12		-27.420300084612897	
perçinle	81	0.0	1e-10	0.064	0.0	1.234567901234568e-12		-27.420300084612897	
eşle	81	0.0	1.0	0.064	0.0	0.012345679012345678		-4.394449154672439	
gölgele	80	0.0	1e-10	0.064	0.0	1.2500000000000001e-12		-27.40787756461434	
kümelen	79	0.0	2.0	0.064	0.0	0.02531645569620253		-3.676300671907076	
doku	79	0.0	2.0	0.064	0.0	0.02531645569620253		-3.676300671907076	
iliş	79	0.0	58.0	0.064	0.0	0.7341772151898734		-0.3090048419206021	
ağar	79	0.0	21.0	0.064	0.0	0.26582278481012656		-1.3249254147435987	
bile	79	0.0	1.0	0.064	0.0	0.012658227848101266		-4.3694478524670215	
kızış	78	0.0	15.0	0.064	0.0	0.19230769230769232		-1.6486586255873816	
umursa	78	0.0	1e-10	0.064	0.0	1.282051282051282e-12		-27.382559756630048	
azarla	78	0.0	1e-10	0.064	0.0	1.282051282051282e-12		-27.382559756630048	
turla	77	0.0	1e-10	0.064	0.0	1.2987012987012988e-12		-27.36965635179414	
örtün	77	0.0	1e-10	0.064	0.0	1.2987012987012988e-12		-27.36965635179414	
şakı	77	0.0	1e-10	0.064	0.0	1.2987012987012988e-12		-27.36965635179414	
müjdele	77	0.0	1e-10	0.064	0.0	1.2987012987012988e-12		-27.36965635179414	
susa	76	0.0	1e-10	0.064	0.0	1.3157894736842106e-12		-27.356584270226787	
kayır	76	0.0	1e-10	0.064	0.0	1.3157894736842106e-12		-27.356584270226787	
çel	76	0.0	1e-10	0.064	0.0	1.3157894736842106e-12		-27.356584270226787	
kötüle	76	0.0	1e-10	0.064	0.0	1.3157894736842106e-12		-27.356584270226787	
ov	75	0.0	1e-10	0.064	0.0	1.3333333333333334e-12		-27.343339043476767	
ışılda	75	0.0	2.0	0.064	0.0	0.02666666666666667		-3.624340932976365	
